estrella|texto|lugar
50|Es un paseo imperdible si te vas a Encarnacion. La playa esta muy buena, tiene bastante franja de arena, el rio en esa parte es limpio. Por sobre todas las cosas, tiene muchos servicios, comos er alquiler de sombrillas y sillones, bares en la playa, y servicios de diversion varios. Recomendable 100% para ir a pasar el dia.|playa_sanjose
50|Muy buen lugar, todo se encuentra disponible como cualquier otra playa del exterior. Mucha seguridad y buenos Restaurantes.|playa_sanjose
50|Excelente lugar limpio, buen lugar para estacionar, buenos bares, gente cordial, educada, primer lugar en Paraguay donde los peatones tienen la preferencia, los autos frenan para que pasen las personas, bueno un turista de otra ciudad puede que no haga pero se respeta la velocidad bien cuidado policioas y municipalidad, recomendable.|playa_sanjose
50|Cuando se juntan decisiones y el empeño, en realizar obras publicas, con la calidad que merecemos, se obtienen estos logros, que sigan completando detalles y la mantengan limpia especialmente de vendedores ambulantes,|playa_sanjose
30|El agua esta cada vez peor y si sigue a este ritmo ya no va a valer la pena meterse ahi, por el otro lado la arena muy bien, el nuevo mirador las canchas y los bares|playa_sanjose
50|Auqneu fui cuandoe staba lloviendo, visualemte es linda, con el antiguo molino y la nueva via costanera.|playa_sanjose
30|Muy lindo, muy cuidado, se mantiene limpio todo. Y vale la pena ir a tomar sol en la arena. hay opciones para comer alli.|playa_sanjose
30|es una playa que se vuelca todo tipo de gente se llena mucho ya es a mas grande tiene buenas vistas !|playa_sanjose
30|No me parecio tan esplendorosa como la gente del lugar la tiene catalogada pero fui en pleno frio y no puedo ser objetivo al opinar de algo que se usa mas en verano. pero parece un lindo lugar donde pasar frente al rio.|playa_sanjose
40|Si buscas una playa donde disfrutar de la arena y buen sol, esta es una buena opcion, es una playa bastante ancha para ser de rio y posee buenos servicios de baños y bares. Ideal para escapadas|playa_sanjose
50|Excelente lugar para ir en familia y/o con amigos, las playas son limpias y constantemente cuidadas, se disfruta de la puesta del sol.|playa_sanjose
50|Es muy tranquila y con bonitas vistas. Un buen lugar para tomar fotos de atardeceres. Es limpia y cuenta con lugares para comer o tomar algo.|playa_sanjose
40|La visite en invierno. Pero por lo visto en verano es un lugar para no perderselo. Tiene bares donde podes tomar algo p comer. En esta epoca demo visita de databa vacia. Pero es Excelente|playa_sanjose
50|las vi en julio. Podes pasear, tomar algo mirando el rio, llevar tu mate, andar en bici. para la familia|playa_sanjose
50|Me gusto mucho la playa! Limpia y segura, gente amable. El ingreso es gratuito pero se recomienda llevar agua, mucho hielo y comida porque los precios para comprar estan un poco elevados. Se pueden alquilar o comprar sombrillas al ingreso a la playa (recomendable porque no ha y sombra). Control policial, ambiente familiar y muy tranquilo. Buena musica y a veces hay eventos.|playa_sanjose
40|Aunque fui un dia nublado, me parecio barbara la playa de Encarnacion. Tiene locales gastronomicos que dan mas vida a su gran extension. La arena es limpia y el agua calma. Para ir en familia.|playa_sanjose
50|Las mejores playas del pais. Limpias, seguras y con todos los servicios. hay una variedad importante de cafeterias, confiterias, restaurantes y demas, para todos los gustos. Absolutamente recomendable|playa_sanjose
40|Muy linda playa, muy cuidada y con una vista excelente.Para mejorar serian los horarios de los locales de comida, que deberian ser mas amplios.Recomendable.|playa_sanjose
40|una costa muy linda y sensilla, a la vera del rio.Ojo, ir en temporada casi cerrada, para evitar la gran cantidad de gente.No comprar nada en la playa, volver unas 5 cuadras al ''centro'' cerca de la termina y dentro de la misma, hay locales de comida mas baratos.|playa_sanjose
40|La playa es muy bonita, amplia, no muy extensa pero perfecta para la Ciudad, Es un punto obligatorio a visitar en Encarnacion. No dejen de ir|playa_sanjose
50|Muy linda, limpia y bien cuidada, y las mejoras en infraestructura alrededor y dentro de la playa uno tiene variedad de opciones para elegir un buen lugar para compartir, esto hace que no tengamos nada que envidiar a lugares del exterior.|playa_sanjose
50|La playa San Jose es una de las playas mas famosas y populares de Encarnacion, una amplia playa,varias canchas de voley de playa, servicio de alquiler de sillas y sombrillas, varios bares para tomar o comer en la playa, ideal para deporte acuaticos, Disfrutar durante todo el dia , en pareja, con amigos , en familia, muy tranquilo y seguro,Una recomendacion quedarse a disfrutar del atardecer que tine de naranja el rio,espero que disfruten su visita a la Playa San Jose como lo disfrutamos nosotros|playa_sanjose
50|La playa es espectacular, hay de todo a mano. La seguridad del lugar es impresionante. Muy bien preparado todo. Incluso la gente cumple su parte sin armar mucho quilombo y sin ensuciar demasiado. De todos modos hay limpiadores rondando en todo momento. Lo que no se permite meter en la playa son las botellas de vidrio, ojo con eso.|playa_sanjose
40|Buena playa con las caracteristicas tipicas aguas oscuras del Rio Parana presenta arenas limpias, playa muy cuidada, con mucha seguridad y excelente infraestructura, vestuarios, baños, restaurantes y bares, estacionamiento y cajero automatico|playa_sanjose
40|Buena infraestructura, aunque la afluencia de la gente en verano haga que nada alcance.Ideal para disfrutar en dias de semana.|playa_sanjose
40|Mucha infraestructura, mucha gente y todo el clima del verano. El agua no ayuda a refrescarse porque esta tibia, pero para sentarse a tomar terere y descansar es un muy lindo lugar. No es barato para comer o tomar algo, y viniendo de Argentina la espera para cruzar la frontera se puede hacer tediosa.|playa_sanjose
30|La playa tiene una vista envidiable, con la ciudad de Posadas de frente. Hay actividades acuaticas, restaurantes (no muy baratos) y baños quimicos para los cuales hay que pagar.El dia que fuimos hubo tormenta electrica y evacuaron la playa, pero de por si la pasamos bien. Hay buen ambiente, mucha gente joven y tambien familias con niños.En la costanera esta ideal para pasear en rollers o bicicleta.|playa_sanjose
40|Una playa ordenada, con mucha seguridad, bien iluminada, con servicios en crecimiento; y con proyectos a futuro. Apunta a ser el nucleo de una zona de gran turismo.|playa_sanjose
30|Estuvimos el domingo, la verdad que es una linda playa, tiene varios paradores para comprar comidas y bebidas. Hay seguridad por todas partes tanto en la playa como policia de transito.Lo que resta puntos es la falta de baños, hay unos bañitos muy precarios y muy sucios, para ingresar a los mismos hay que pagar $7 (pesos) argentinos por cada vez. El precio no se relaciona con la limpieza ya que cuando entre estaba todo muy sucio y con olores desagradables.-Por lo demas bien, si sos de argentina te conviene llevar la bebida y algo para picar ya que con el cambio como esta hoy por hoy nos sale todo caro.-Se pueden alquilar silletas y sombrillas.-|playa_sanjose
50|Tuvimos la suerte de conocer esta playa en su inauguracion, al volver el mes pasado (noviembre) nos deleito con un monton de arreglos, baños quimicos, alquiler de kayaks, lecciones y paseos en velero... IMPERDIBLE, cualquier queja me hago responsable. .jaja|playa_sanjose
50|la ciudad de Encarnacion y sus playas estan muy lindas y super bien cuidadas, los hoteles nuevos muy modernos y con todo el confort que un pasajero exigente pueda requerir. La limpieza es para aplaudir. Los restaurantes de todas las categorias y gustos. La seguridad es tambien uno de sus aciertos. Varios atractivos de dia y de noche. Por las noche ir a caminar o comer a la costanera donde estan todos como si fuera una peatonal. Excelenteeeee... Aplausos a Encarnacion.|playa_sanjose
50|Hermoso lugar para pasarlo en familia durante el dia!! Pero cuando el tiempo se empieza a nublar mejor correr para refugiarse pues el viento se vuelve muy fuerte y bravo!|playa_sanjose
40|Por fin una playa asi en Paraguay! hermoso lugar! tanto la Playa San Jose como la Playa Mboi Ka e son bellisimas, super seguras y limpias. La comunidad Encarnacena ha hecho un magnifico trabajo para ser hoy el destino de verano por excelencia! y si van en febrero podran disfrutar de los tradicionales corsos,que con ritmo y colorido haran que la estadia en Encarnacion sea fantastica. Hay lugar para todos, para los amigos,para las familias,para las parejas, para los adultos. La playa y la ciudad ofrecen un sin numero de shows al aire libre para el publico mas variado, arte. musica, deportes acuaticos y mas.|playa_sanjose
50|Lugar insuperable en cuanto a la ubicacion a pocas cuadras del centro de la ciudad. Hermosa playa . Buena infraestructura en bares y nuevis restaurantes en el paseo gastronomico situado a metros de la Playa. Posibilidad de alquilar bicis, hacer paseos en kayac, velero, piraguas y otros deportes nauticos. Remontar pandorgas, cometas o barriletes. Y tener la imagen imborrable de los bellos atardeceres.|playa_sanjose
40|Estuvimos un par de dias por este lugar, la playa es hermosa, logramos realizar una fogata durante la noche, paseamos por toda la orilla, es un lugar para relajarse, los invito que pasen unos dias por este lugar, las personas son muy amables.|playa_sanjose
50|Muy relajante y mucha gente.. es lo mas cercano al mar amplio y buena infraestructura, lo mejor de Paraguay|playa_sanjose
50|lugar muy limpio, personal limpia constantemente la playa, bares y restoranes buenos, de noche hay show para presenciar. lugar para pasar un buen verano con flia y amigos|playa_sanjose
40|Es raro ver la ribera de un rio, tan bien arreglada y sobre todo mantenida.Feñlicitaciones a la Municipalidad de Encarnacion|playa_sanjose
50|La unica quizas en Paraguay en donde el pais se agolpa no tan solo en epocas de verano, sino en cualquier epoca del año, disfrutando de la maravillosa vista del bravo rio Parana, la hermosa ciudad de Posadas (Argentina), un lugar que realmente transmite paz..es por ello que valoro mucho a aquellas personas quienes viven cerca del mar, pues, nos hace admirar y valorar la grandeza de la naturaleza.|playa_sanjose
50|la playa es hermosa, y mas al atardecer, imposible que no te toque el alma observar como el sol se esconde en el ocaso del agua.un lugar muy bien cuidado, de limpieza impecable.|playa_sanjose
10|Hay que pagar entrada? En este mes hay acceso al publico? Que otro lugar me recomiendan? A que linea de colectivos llegan desde mariano roque Alonso?|playa_sanjose
50|la playa mas popular y no es por menos es hermosa y siempre esta muy limpia y cuidada por el personal encargado|playa_sanjose
30|Lindo lugar, no hay muchas opciones para almorzar o pasar la tarde fuera de temporada. Pero es un lugar recomendado.|playa_sanjose
40|La arena limpia, el agua muy limpia en algunos sectores y en otros no tanto. Se puede alquilar sombrillas, sillas, botes, motosky, carros, biciclietas, entre otras cosas. Hay buenos lugares para comer, es muy amplia, para hacer playa y para pasear|playa_sanjose
50|Linda gente, tragos ricos y agua limpia, excelente combinacion! Queda solo a 7 cuadras de la cuidad, En epoca del Carnaval es increible la cantidad de turistas que provienen de Asuncion, Cuidad Del Este y Posadas (Argentina)|playa_sanjose
50|Un lugar excelente para disfrutar en familia y poder apreciar el agua y el sol, especialmente el atardecer es majestuoso.|playa_sanjose
50|La costanera es amplia nueva ideal para caminar o practicar deportes con una hermosa vista del rio. O simplemente tomar unos teres al atardecer...|playa_sanjose
10|Realmente no puedo entender el entusiasmo de los encarnecemos con su pequeñina playa, realmente es muy fea, carente de todos servicios, y practicamente con cero infraestructura. Lo logico seria cruzar el puente y disfrutar de la otra cara de la moneda cono es la costanera de Posadas.|playa_sanjose
50|Es muy limpio, hay mucha seguridad, el agua es muy limpia, la costanera es muy amplia y uno puede caminar con mucha tranquilidad|playa_sanjose
50|Sin dudas que cuando se piensa en Encarnacion hoy en dia la primera imagen es la playa san jose, a pasos del centro de la ciudad y con una vista excelente de la ciudad de posadas lo convierte en el mejor destino por visitar de la ciudad|playa_sanjose
40|lugar excelente , seguridad constante en las calles ,bien luminado,lo malo que en todas partes del mundo tendras que lidiar con gente,maleducadas y malcriadas,|playa_sanjose
40|Es un lugar muy lindo para pasar la tarde y terminar viendo el atardecer, viendo el sol caer sobre el rio Parana|playa_sanjose
50|Muy buena infraestructura, mas de 15 km de costanera. Playa y paseo para camintas tranquilas. Luminaria y hermosos atardeceres. Para disfrutar en familia, con amistades, en pareja o simplemente para sentarse y disfrutar de la brisa del rio, o para largar caminatas a la vera del Rio Parana.Andar en bici, jugar boley de playa o futbol en la arena son otras actividades.Ademas en Enero de cada año en la costanera se hace el mejor carnaval del Paraguay.|playa_sanjose
50|muy bien organizada, hay mucha gente , mucha seguridad y control. Hay muchos bares y muchos servicios, parecen las playas de Brasil|playa_sanjose
40|Buena organizacion con diversas actividades deportivas y recreativas como voley y futbol de playa. Ademas muy limpia|playa_sanjose
50|Mas de 10 km de playas y costanera. Imperdible para fotografias y deportes al aire libre. Una maravilla del hombre (la playa es artificial).|playa_sanjose
50|hermoso lugar turistico aca en paraguay, en la ciudad de encarnacion... linda playa, limpia, y por sobre todas las cosas una seguridad para pasar bien en familia y con niños... me llamo mucha la atencion lo limpio del lugar|playa_sanjose
50|Es mejor entre semana, para quien va con niños, por la cantidad de gente... Por el resto es muy limpio, salvavidas simpre atentos, guardias de seguridad en la playa, policias a lo largo de la costanera|playa_sanjose
50|Linda playa, bien cuidada y limpia. Los atardeceres son espectaculares. Fuimos en familia, fuera de temporada y fue muy agradable.|playa_sanjose
50|La playa San Jose es hermosa,segura,cuenta con restaurants de primer nivel en la playa,se realizan fiestas en la playa. Todos los dias hay distracciones como gimnasia en la playa y espectaculos,frente a ella se encuentra un teatro donde se presentan obras muy buenas.Miles de veraneantes disfrutan de la play especialmente los fines de semana,esta muy bien iluminada,lleno de gente todas las noches haciendo caminata en la costanera o simplemente sentados en ella.Esta espectacular y eso que es su segundo año recien. de existencia .Altamente recomendable.Visita las playas de Encarnacion,tmb esta playa Mboi Cae y Pacu cua|playa_sanjose
50|Yo diria que es la mejor playa que tiene Itapua, con cajero disponible, buena vista, lugar muy limpio, playa bastante segura, en especial para los niños ya que la profundidad es baja y tiene boyas que marcan limites.|playa_sanjose
50|Preciosa playa para pasar un fin de semana con la familia y los amigosla limpieza y la seguridad un punto muy bueno para una nueva playa para un pais que no tiene marel agua transparente para ser agua de rioun ambiente tranquilo para disfrutar de un helado y si se quedan sin dinero tambien tienen cajeros automaticosbuena opcion para pasar por encarnacion|playa_sanjose
40|La Playa San Jose esta muy bien montada, con su hermosa arena blanca, servicios de cantina y seguridad (el rio esta señalizado con boyas para evitar sobrepasar los limites permitidos).Una excelente opcion para gozar del rio Parana en su estadia en Encarnacion.|playa_sanjose
40|La limpieza en la playa y la seguridad puesta para tranquilidad de los visitantes|playa_sanjose
50|La playa esta a pasos de mi departamento! no soy encarnacena, pero tengo que darles sus meritos a esta playa! aguas transparentes de rio! y la arena calentita, ideal para pasar un finde en encarnacion, tambien tienen actividades de voley, camas elasticas y puestitos de comida por toda la playa!Y si van de auto pueden cruzar a posadas y si no van de auto toman el micrito internacional, que es muy lindo sale $4 pesos mas o menos el pasaje, y podes ir hasta el centro de posadas! ojo consultar siempre con el chofer el horario del ultimo bus y tomar en cuenta la diferencia horaria!!!|playa_sanjose
40|Hay poco que hacer, lo suficientemente valioso en encarnacion, asi que es practico que han añadido recientemente un paseo junto al rio y en el area de la playa; un lugar para venir y relajarse en el sol, incluso en invierno. Hay un monton de sitios de comida rapida, ciclo de contratacion, las tipicas cosas de playa, aunque fuera de temporada, muchos de ellos cierran para el invierno. Esto incluye muchos de los baños publicos. Venga y vea las vistas de Posadas cruzando el rio y relajarse, pero no esperes demasiado de nada, excepto la arena y el agua.|playa_sanjose
40|Mi familia y yo hicimos en San Jose Playa la semana pasada. Un lugar precioso para relajarse al sol. La arena y el agua fresca que vadear. Restaurantes y bares cercanos.|playa_sanjose
40|Eso es suficiente playa decente en todo su esplendor en la noche, cuando es un poco mas fresco, puede tener grandes vistas de la puesta de sol y hay bares y restaurante que comience a animado. No tomar el sol, pero vine aqui para la gente ver a la gente y relajarse por las noches.|playa_sanjose
50|Vistas increibles y hermosas arenas de Playa. Super fantastico para gente de todas las edades y es un lugar estupendo para damas como yo. 79 años de edad.|playa_sanjose
40|San Jose playa esta bastante bien organizado y tiene un monton de asientos, bares, restaurantes, y aseo.|playa_sanjose
30|Aunque es una playa bonita se pone realmente ocupado. Asi que dirijase a otra playa cerca y tienen un poco mas de espacio y tranquilidad.Pero disfrutar, este es un buen lugar para darse un chapuzon.|playa_sanjose
40|Hacia demasiado frio para nadar, pero la arena era estupenda, buenas vistas. Baños publicos disponibles, 2000 para baño y ducha para 5000|playa_sanjose
40|Este es el banco rio convertido en una playa en el centro de la ciudad. Es desierta durante el dia, ya que todo el mundo es tener una siesta durante el calor humedo, pero en la noche se anima y es un lugar romantico para caminar.|playa_sanjose
50|Esta es una maravillosa playa en el rio Parana, con una vista de la posada, Argentina en la orilla mas lejana. Es una amplia playa de arena fina (no grava!) y ofrece una variedad de opciones para la comida y bebidas a la orilla de la playa.Tambien es muy segura, hay una patrulla de la policia, pero nunca vi la necesidad de que durante el dia.Hay un amplio aparcamiento.|playa_sanjose
50|Muy bonitas puestas! Un bonito lugar para visitar en el fin de semana, ya que es mas completo con los lugareños y turistas y musica muy agradable latino!|playa_sanjose
50|Caminamos por Encarnacion todo el dia y era bastante aburrido para decir la verdad. Nos decepciono que s Lonely Planet lo mencionaron como un lugar de primera para visitar en America del Sur porque nos hizo añadir a nuestros planes de viaje.Cuando llegamos a la playa como a las 7 pm en el primer dia que estuvimos un poco impresionado. La vista de posadas es increible y la puesta de sol, fue maravilloso. Esto es lo mejor de Encarnacion sin duda!|playa_sanjose
40|"Los ""encarncaenos"" saber como cuidar de la playa! Es siempre limpia, hay algo de la historia reciente alrededor de este lugar, porque algunos barrios donde inundados por la Yacyreta-Dam, y asi nacio opinion del San Jose! Lo unico que no me gusta es la musica en las tiendas y los restaurantes de la playa."|playa_sanjose
50|Vaya temprano y tendra toda la playa para usted. Es un sitio muy concurrido por la noche y muchos sitios donde comer|playa_sanjose
50|Durante el calor del dia (durante la semana por lo menos) es vacio y no hay absolutamente ninguna sombra. Pero el lugar esta lleno de vida cerca del atardecer y de la mayoria de los bares de la playa/restaurantes empiezan a abierto alrededor de las 5 pm. En ambos lados de la playa hay muy limpios cuadras de wc (edificios blancos, 2000 G) y hay un monton de redes de voleibol permanentemente. La ciudad hace un trabajo excelente al mantener la arena limpia. Una playa de rio, esto es fenomenal!|playa_sanjose
30|bueno para el Paraguay, ya que no hay playas del oceano. bonito y limpio con guardias. Estuvimos alli en invierno, asi que no habia mucha gente, que nos podiamos imaginar como este lugar vuelve a la vida en los meses de verano, muy limpia y ordenada y bien cuidada.|playa_sanjose
50|Una playa limpia de vraiment. Se puede nadar en el rio, pero no mas alla del amarillo boyas. Hay un parque de ejercicio.Ir al atardecer ... es bastante increible!|playa_sanjose
50|Ideal para familias. Buena habitacion para correr, hacer ciclismo, pasear, playa y pasar el rato. No hay baños publicos en vista o al menos no obviamente asi.|playa_sanjose
40|Fue bonito ver el mar cuando llegamos y una playa! Bueno, no es un mar o un mar, pero el efecto era el mismo. La playa estaba limpia y que no eran hostigados por gente vendiendo cosas demasiado. El agua estaba limpia, pero muy poco profunda, un gran lugar para sentarse y relajarse pero no para nadar, ideal para niños pequeños. Si pasan las lineas de boyas el socorrista se retire el agua con una amenaza de arresto policial. Al otro lado del agua se puede ver Argentina y una especie de Nueva York estilo horizonte con torres altas ... bastante agradable. En la playa, tienen pagar por los inodoros de visita, tan limpio!|playa_sanjose
30|Un lugar atractivo para pasar el rato en los bares y darse un chapuzon. Turismo Argentina en el otro lado hay. hop interesante pasa etc. hayaseos publicos aqui tambien. Esta a 5 minutos a pie de las principales carreteras de Encarnation.cervezas son mas caros en estos bares, pero las vistas de Riverside ere limpia.una bonita zona comparado con el otro lado de Argentina.|playa_sanjose
40|La playa es pequeña y creo que los fines de semana en el verano es solo una habitacion permanente. Buenos restaurantes y aun mejores aseos|playa_sanjose
30|Imagine estar en el medio del continente America del Sur y de repente estas en la playa.Es una playa pequeña, pero lo suficientemente grande para tener un par de bares. La playa esta al lado del rio Parana.En de el otro lado se puede ver la ciudad argentina de Posadas. Se le permite nadar un par dentro del rio, pero no fuera de la zona marcada. La playa es divertido para un par de horas para relajarse y tomarse unas copas.|playa_sanjose
50|me gusto conocer ...en buen estado de conservacion. Acompaña un guia que tenia conocimiento y con mucha amabilidad lo compartio con nosotros.|ruinas_jesus
50|Vale mucho la pena la visita de esta Mision Jesuita, hoy en ruinas, un gran monumento construido por padres jesuitas e indigenas guaranies en un importante momento de la historia. Hay visitas guiadas por guias muy capaces. Se paga la entrada, hay baños limpios. Hay estacionamiento. Hay en la noche un espectaculo de luz y sonido. Es considerado patrimonio cultural de la humanidad por UNESCO.|ruinas_jesus
40|Los viernes a la 19.30 hay una proyeccion de un mapping espectacular, y antes una pequeña explicacion de las ruinas. Los guias son muy amables y estan disponibles para responder las consultas.Al igual que las ruinas de Trinidad, es un destino obligatorio cuando estas en esa zona de pais.Las entradas tienen muy buen precio.Recomendadisimo!!|ruinas_jesus
50|No se pierdan esta ultima mision tanto de dia como de noche. Sobre todo de noche hay un mapping que reconstruye lo que hubiera sido el altar. Es un viaje en el tiempo|ruinas_jesus
50|Cuenta con guias para conocer acerca de la historia del lugar. Impresionante construccion donde se puede apreciar el lugar estrategico en el cual fue construido.|ruinas_jesus
50|Es una parte muy importante de la historia de nuestro pais, que vale la pena conocer, El recorrido es majestuoso y las anecdotas del lugar son muy interesantes|ruinas_jesus
50|"La utopia de las Reducciones de los Jesuitas en esta region permitio que los nativos desarrollen gran habilidad en las artes, los tallados en piedra, los detalles ornamentales que incorporan ejemplos de la flora y fauna local, brindan un particular interes a esta ""ruina"" inconclusa, a la que se le agragan detalles moriscos como el arco trilobulado... Lugar tranquilo, paisaje unico"|ruinas_jesus
40|Visitamos las ruinas junto a la familia. Es muy interesante ver la obra que hicieron los Jesuitas junto a los indigenas Guaranies. El estado de conservacion es muy bueno.|ruinas_jesus
50|Paraguay cuenta con la ruta Jesuitica, donde primero podes disfrutar de la Santisima trinidad de Parana, luego , seguis 12 km mas y encontras las de Jesus y saliendo a ruta 1 ,camino a Asuncion terminas llegando a Cosme y Damian,un mas maravillosa que otra,imperdibles,se abona una entrada de 25 mil guaranies ,al cambio Argentino $1 = 130 gs y te sirve para el ingreso a todas|ruinas_jesus
50|Un lugar precioso, que a Dios gracias fue restaurado a tiempo. Es una pena que, como esta un poco apartado y hay que recorrer unos kilometros de buena ruta, no tiene tantos visitantes como otros sitios. Vale la pena el visitarlo y dejarse encantar por un lugar construido por indigenas que buscaban una vida de calidad y acorde a las creencias que abrazaron. Que se siga cuidando bien y que incluso se restauren mas cosas en el sitio.|ruinas_jesus
40|Fui en Semana Santa y hubo un excelente clima . Llegas desde encarnacion tomando un bus alli para trinidad . Desde trinidad deberas negociar con un taxi por cuanto te lleva a Tavarangüe pues esta a 11km aproximadamente por lo que caminar no es una opcion . Puede ser que por 10-15 dolares hagas negocio de que te lleven, te esperen mientras visitas las ruinas y puedas regresar a la autopista donde tomas el bus de vuelta a Encarnacion o el taxi te lleve alla .|ruinas_jesus
50|La mision esta ubicada en la parte alta del valle por lo que tiene una bella vista. Taravangue es un lugar muy hermoso y bien administrado. Hay guias que pueden informar sobre la historia de la misma. El acceso esta bien indicado y el camino en buenas condiciones. La visita en general no toma mas de dos horas.No hay puestos de artesania para comprar recuerdos, tampoco hay algun cafe o restaurante en los alrededores. El pueblo que lo rodea es mas bien pobre.|ruinas_jesus
50|America Latina tiene muchos espacios magicos, de esos que descubres cuando hablas con la gente y que al parecer son dificiles de llegar. Esa es la descripcion mas relevante para entender el circuito de ruinas jesuitas en Paraguay.Aun no se que asombra mas: el tamaño de las construcciones, su composicion estetica, el sincretismo que presenta o el misterio de la relacion lograda por jesuitas ( no mas de 3) con los mas de 1000 indigenas, con los que vivian. Aqui se vivio un conquista sin armas, una conquista con amor... si quieren conocerla les sugiero que lleguen a Encarnacion, ciudad Paraguaya que limita con Argentina, desde el terminal sale transporte para los pueblos que aun tienen y valoran sus ruinas.Lo principal cuando esten ahi, es hacer el recorrido con un guia quien los ayudara a mirar y entender. El valor de la entrada sirve para recorrer las misiones de La Santisima Trinidad del Parana, estas fueron declaradas patrinomio de la humanidad por la UNESCO|ruinas_jesus
40|La gente es muy amable, los baños muy limpios, pero le estaria faltando un local parador o alguna lugar par comprar hielo y agua nimiamente considerando el calor|ruinas_jesus
50|No se pueden dejar de visitar estas ruinas y las de Trinidad (muy cerca una de otra) es un patrimonio de la humanidad.De noche hay un espectaculo de luces y con la misma entrada se visitan las dos.Consejo: llevar sombrero y agua para hidratarse|ruinas_jesus
50|Si estas en Encarnacion, debes visitar las ruinas de Jesus y Trinidad, las ruinas de Jesus tienen mas arboles y se pueden recorrer y aprovechar sus sombras durante el calor intenso de verano. De noche 20:30 hay mapping 3d con luces.Esta a 45 minutos de encarnacion.Tiene museo, sanitarios y venta de artesanias.|ruinas_jesus
50|Fundada en 1706. Hacia 1728 residian alli aproximadamente 3000 integrantes de la comunidad guarani. Es un complejo de las reducciones jesuiticas que se conserva practicamente integro. Es uno de los enteros de la zona porque conserva vestigios de casi todas las dependencias de una reduccion, ademas de una gran cantidad de piedras talladas, estatuas de madera policromadas, gargolas, etc.|ruinas_jesus
50|Visite las ruinas de Trinidad, y ver los restos del templo y de las casas es impresionante.Es facil ir en bus desde Encarnacion, y no cuesta mucho.El lugar es grande, y uno se puede quedar mucho tiempo, disfrutando de la belleza de lo que esta viendo y del silencio.Es interesante ver tambien las ruinas de San Ignacio, que son un poco distintas pero igual de lindas!|ruinas_jesus
50|Conocer las Ruinas Jesuiticas es volver en el tiempo es respirar el aire de aquel tiempo donde convivian 2 razas unidas por un eco en comun.Maravilloso para conocer y volver, ademas de que es un patrimonio de la humanidad, un privilegio...¡¡¡|ruinas_jesus
50|Increible lugar. Una joya oculta que hay que visitar. Visita de 2 noches. Hermosas Las colonias unidas. Buena comida. Buenos precios|ruinas_jesus
50|Tuve la oportunidad de visitar este sitio historico situado 30 kilometros de Encarnacion. Es un buen lugar para conocer la historia de las misiones Jesuiticas de la zona. Ademas el lugar tiene un Videomapping en la noche que es espectacular. Si tienen la oportunidad de visitar el lugar y hasta quedarse para ver ese videomapping vale muchisimo la pena. Muchas gracias! 100 % recomendado!|ruinas_jesus
50|Bello paisaje, impresiona a los ojos la magnificencia de las construcciones dirigidas por los Jesuitas, que nos hacen pensar que el futuro hubiese sido diferente para las comunidades originariasos si permanecian los jesuitas en America|ruinas_jesus
50|Las ruinas jesuiticas, muy bien presentadas, permiten conocer como se organizaban las misiones y el tipo de arquitectura del siglo XVIII. Es un testimonio notable.|ruinas_jesus
50|Mision jesuitica de Jesus de Tavarangüe son un lugar lleno de tranquilidad e historia de nuestros antepasados. La atencion del equipo de trabajo muy buena desde la recepcion hasta los de seguridad todos muy amables respetuosos y cordiales. Al entrar una Sra. Se nos ofrecio a dar una excursion guiada que fue excelente toda la historia el porque y como se logro es algo fascinante realmente muy bueno.|ruinas_jesus
50|Mi visita coincidio con la inauguracion del espectaculo de proteccion en 3D. El lugar esta impecable en su conservacion y el show hay que verlo. Un paseo por la epica de las misiones jesuitas. Recomendable.|ruinas_jesus
50|Las Ruinas de Tavarangue no tienen la complejidad de las Ruinas de Trinidad, pero estan mas completas, la edificacion central es imponente y te da una idea bastante aproximada de lo que fueron en su mejor momento, tiene un lindo mirador que permite disfrutar del paisaje que es bellisimo, vale la pena visitarla.|ruinas_jesus
50|El conocimiento de la riqueza en cultura es muy reconfortante. Recorrido impresionante con ruinas de una cultura transmitida para el bienestar de la comunidad legitima. Arquitectura muy sofisticada ... imperdible.|ruinas_jesus
50|Si se tiene la posibilidad de acercarse a este lugar hay que hacerlo.Hermosas y muy bien restauradas construcciones.Estan muy cuidadas con servicio de guia y seguridad privada en el interior.Se encuentran a 40 km de la ciudad de Encarnacion por la ruta sexta.Conviene visitar la Mision de la Santisima Trinidad primero, ya que estan a pocas cuadras de la ruta , en cambio para acceder a las de Jesus hay que hacer un recorrido de 12 km desde la ruta, pasando por el pueblo de Jesus que es donde estan ubicadas.Tanto la construccion como el paisaje son maravillosos.La entrada tiene un costo de $130 argentinos. Y vale para entrar a las dos misiones de Encarnacion y a la Mision de San Cosme y Damian que se encuentran en la ruta 1.|ruinas_jesus
30|Buena guia amorosa considerada y cordial la entrada vale para las dos misiones restantes muy buena explicacion de todo|ruinas_jesus
50|Si visitas Paraguay es una obligacion conocer este lugar, es un lugar hermoso lleno de historia y la atencion es excelente|ruinas_jesus
